quote_type,quote_date,price_brl,variation_day,variation_month,price_usd
robusta,2016-04-07,382.16,0.59,1.87,103.59
robusta,2016-04-08,379.46,-0.71,1.15,105.32
robusta,2016-04-11,376.72,-0.72,0.42,107.76
robusta,2016-04-12,379.38,0.71,1.13,107.99
robusta,2016-04-13,378.33,-0.28,0.85,108.40
robusta,2016-04-14,376.52,-0.48,0.37,108.13
robusta,2016-04-15,378.93,0.64,1.01,107.83
robusta,2016-04-18,379.71,0.21,1.22,105.36
robusta,2016-04-19,379.75,0.01,1.23,107.43
robusta,2016-04-20,379.31,-0.12,1.11,107.45
robusta,2016-04-22,382.25,0.78,1.90,106.98
robusta,2016-04-25,381.79,-0.12,1.78,107.55
robusta,2016-04-26,382.40,0.16,1.94,108.54
robusta,2016-04-27,381.80,-0.16,1.78,108.40
robusta,2016-04-28,381.63,-0.04,1.73,109.16
robusta,2016-04-29,381.25,-0.10,1.63,110.86
robusta,2016-05-02,379.71,-0.40,-0.40,108.77
robusta,2016-05-03,378.80,-0.24,-0.64,106.26
robusta,2016-05-04,383.70,1.29,0.64,108.58
robusta,2016-05-05,384.20,0.13,0.77,108.35
robusta,2016-05-06,383.80,-0.10,0.67,109.72
robusta,2016-05-09,386.37,0.67,1.34,109.58
robusta,2016-05-10,386.50,0.03,1.38,111.38
robusta,2016-05-11,388.93,0.63,2.01,112.86
robusta,2016-05-12,390.20,0.33,2.35,112.45
robusta,2016-05-13,389.06,-0.29,2.05,110.50
robusta,2016-05-16,389.71,0.17,2.22,111.47
robusta,2016-05-17,389.36,-0.09,2.13,111.63
robusta,2016-05-18,386.96,-0.62,1.50,108.70
robusta,2016-05-19,388.20,0.32,1.82,108.77
robusta,2016-05-20,388.53,0.09,1.91,109.76
robusta,2016-05-23,386.86,-0.43,1.47,108.03
robusta,2016-05-24,385.55,-0.34,1.13,107.66
robusta,2016-05-25,387.70,0.56,1.69,107.78
robusta,2016-05-27,388.09,0.10,1.79,107.62
robusta,2016-05-30,390.03,0.50,2.30,109.10
robusta,2016-05-31,388.79,-0.32,1.98,107.46
robusta,2016-06-01,389.45,0.17,0.17,108.39
robusta,2016-06-02,387.94,-0.39,-0.22,108.24
robusta,2016-06-03,387.42,-0.13,-0.35,109.85
robusta,2016-06-06,387.45,0.01,-0.34,110.92
robusta,2016-06-07,389.31,0.48,0.13,112.88
robusta,2016-06-08,389.54,0.06,0.19,115.56
robusta,2016-06-09,390.16,0.16,0.35,114.89
robusta,2016-06-10,389.54,-0.16,0.19,113.64
robusta,2016-06-13,389.71,0.04,0.24,112.02
robusta,2016-06-14,390.70,0.25,0.49,111.95
robusta,2016-06-15,389.21,-0.38,0.11,112.36
robusta,2016-06-16,389.52,0.08,0.19,112.28
robusta,2016-06-17,389.70,0.05,0.23,113.88
robusta,2016-06-20,392.88,0.82,1.05,115.65
robusta,2016-06-21,389.71,-0.81,0.24,114.59
robusta,2016-06-22,393.80,1.05,1.29,116.65
robusta,2016-06-23,395.26,0.37,1.66,118.02
robusta,2016-06-24,392.47,-0.71,0.95,116.32
robusta,2016-06-27,395.19,0.69,1.65,116.34
robusta,2016-06-28,395.19,0.00,1.65,119.65
robusta,2016-06-29,397.58,0.60,2.26,122.86
robusta,2016-06-30,399.25,0.42,2.69,124.22
robusta,2016-07-01,399.52,0.07,0.07,123.65
robusta,2016-07-04,399.69,0.04,0.11,122.45
robusta,2016-07-05,400.27,0.15,0.26,121.26
robusta,2016-07-06,400.19,-0.02,0.24,119.96
robusta,2016-07-07,404.23,1.01,1.25,120.38
robusta,2016-07-08,404.70,0.12,1.37,123.08
robusta,2016-07-11,404.41,-0.07,1.29,122.22
robusta,2016-07-12,408.02,0.89,2.20,124.06
robusta,2016-07-13,408.68,0.16,2.36,124.67
robusta,2016-07-14,409.52,0.21,2.57,125.93
robusta,2016-07-15,412.41,0.71,3.30,126.82
robusta,2016-07-18,411.06,-0.33,2.96,126.52
robusta,2016-07-19,412.39,0.32,3.29,126.62
robusta,2016-07-20,413.77,0.33,3.64,127.35
robusta,2016-07-21,414.18,0.10,3.74,126.12
robusta,2016-07-22,414.95,0.19,3.93,127.29
robusta,2016-07-25,414.93,-0.00,3.93,126.12
robusta,2016-07-26,417.01,0.50,4.45,127.49
robusta,2016-07-27,418.58,0.38,4.84,128.20
robusta,2016-07-28,420.46,0.45,5.31,127.68
robusta,2016-07-29,420.84,0.09,5.41,129.93
robusta,2016-08-01,419.95,-0.21,-0.21,128.35
robusta,2016-08-02,421.49,0.37,0.15,128.98
robusta,2016-08-03,421.26,-0.05,0.10,130.10
robusta,2016-08-04,421.51,0.06,0.16,131.76
robusta,2016-08-05,421.25,-0.06,0.10,133.10
robusta,2016-08-08,421.83,0.14,0.24,133.28
robusta,2016-08-09,421.24,-0.14,0.10,134.28
robusta,2016-08-10,421.91,0.16,0.25,135.10
robusta,2016-08-11,423.93,0.48,0.73,135.10
robusta,2016-08-12,422.39,-0.36,0.37,132.54
robusta,2016-08-15,423.16,0.18,0.55,133.03
robusta,2016-08-16,423.66,0.12,0.67,133.02
robusta,2016-08-17,423.22,-0.10,0.57,131.84
robusta,2016-08-18,423.83,0.14,0.71,130.85
robusta,2016-08-19,425.57,0.41,1.12,132.58
robusta,2016-08-22,424.15,-0.33,0.79,132.42
robusta,2016-08-23,424.23,0.02,0.81,131.26
robusta,2016-08-24,422.99,-0.29,0.51,131.20
robusta,2016-08-25,426.15,0.75,1.26,132.02
robusta,2016-08-26,422.66,-0.82,0.43,129.25
robusta,2016-08-29,424.65,0.47,0.91,131.35
robusta,2016-08-30,423.02,-0.38,0.52,130.36
robusta,2016-08-31,422.11,-0.22,0.30,130.97
robusta,2016-09-01,422.95,0.20,0.20,130.22
robusta,2016-09-02,424.93,0.47,0.67,130.79
robusta,2016-09-05,424.95,0.00,0.67,129.64
robusta,2016-09-06,426.65,0.40,1.08,132.95
robusta,2016-09-08,424.40,-0.53,0.54,132.17
robusta,2016-09-09,429.40,1.18,1.73,131.07
robusta,2016-09-12,429.92,0.12,1.85,132.49
robusta,2016-09-13,428.15,-0.41,1.43,129.15
robusta,2016-09-14,428.65,0.12,1.55,128.41
robusta,2016-09-15,430.95,0.54,2.09,130.35
robusta,2016-09-16,434.65,0.86,2.97,133.16
robusta,2016-09-19,435.55,0.21,3.18,133.11
robusta,2016-09-20,438.53,0.68,3.89,134.85
robusta,2016-09-21,440.47,0.44,4.35,137.09
robusta,2016-09-22,443.14,0.61,4.98,137.66
robusta,2016-09-23,447.13,0.90,5.93,138.13
robusta,2016-09-26,444.14,-0.67,5.22,136.83
robusta,2016-09-27,451.30,1.61,6.92,139.76
robusta,2016-09-28,452.61,0.29,7.23,140.34
robusta,2016-09-29,456.29,0.81,8.10,140.10
robusta,2016-09-30,459.63,0.73,8.89,141.38
robusta,2016-10-03,458.12,-0.33,-0.33,143.16
robusta,2016-10-04,461.26,0.69,0.35,141.71
robusta,2016-10-05,467.12,1.27,1.63,145.02
robusta,2016-10-06,468.37,0.27,1.90,145.28
robusta,2016-10-07,473.37,1.07,2.99,147.24
robusta,2016-10-10,473.51,0.03,3.02,147.79
robusta,2016-10-11,483.24,2.05,5.14,151.11
robusta,2016-10-13,487.93,0.97,6.16,153.49
robusta,2016-10-14,495.10,1.47,7.72,154.57
robusta,2016-10-17,499.10,0.81,8.59,155.77
robusta,2016-10-18,507.09,1.60,10.33,159.41
robusta,2016-10-19,512.36,1.04,11.47,161.63
robusta,2016-10-20,518.58,1.21,12.83,165.26
robusta,2016-10-21,522.91,0.83,13.77,165.22
robusta,2016-10-24,526.07,0.60,14.46,168.67
robusta,2016-10-25,529.11,0.58,15.12,170.24
robusta,2016-10-26,531.57,0.46,15.65,169.13
robusta,2016-10-27,533.21,0.31,16.01,169.11
robusta,2016-10-28,534.57,0.26,16.30,167.21
robusta,2016-10-31,538.93,0.82,17.25,169.21
robusta,2016-11-01,536.83,-0.39,-0.39,165.69
robusta,2016-11-03,540.06,0.60,0.21,166.89
robusta,2016-11-04,546.37,1.17,1.38,169.68
robusta,2016-11-07,546.33,-0.01,1.37,170.46
robusta,2016-11-08,544.51,-0.33,1.04,171.66
robusta,2016-11-09,545.87,0.25,1.29,169.84
robusta,2016-11-10,547.63,0.32,1.61,162.84
robusta,2016-11-11,550.63,0.55,2.17,161.57
robusta,2016-11-14,552.28,0.30,2.48,160.50
robusta,2016-11-16,550.89,-0.25,2.22,160.70
robusta,2016-11-17,549.11,-0.32,1.89,160.61
robusta,2016-11-18,536.36,-2.32,-0.48,158.64
robusta,2016-11-21,519.53,-3.14,-3.60,154.99
robusta,2016-11-22,511.54,-1.54,-5.08,152.33
robusta,2016-11-23,484.56,-5.27,-10.09,142.98
robusta,2016-11-24,469.90,-3.03,-12.81,138.65
robusta,2016-11-25,470.15,0.05,-12.76,137.75
robusta,2016-11-28,473.37,0.68,-12.16,139.93
robusta,2016-11-29,473.03,-0.07,-12.23,139.25
robusta,2016-11-30,477.34,0.91,-11.43,140.97
robusta,2016-12-01,475.75,-0.33,-0.33,137.06
robusta,2016-12-02,478.50,0.58,0.24,138.13
robusta,2016-12-05,477.14,-0.28,-0.04,139.19
robusta,2016-12-06,481.90,1.00,0.96,141.44
robusta,2016-12-07,483.15,0.26,1.22,141.56
robusta,2016-12-08,489.56,1.33,2.56,144.67
robusta,2016-12-09,489.13,-0.09,2.47,145.27
robusta,2016-12-12,491.06,0.39,2.87,146.76
robusta,2016-12-13,490.47,-0.12,2.75,147.55
robusta,2016-12-14,490.41,-0.01,2.74,146.79
robusta,2016-12-15,491.25,0.17,2.91,145.64
robusta,2016-12-16,486.46,-0.98,1.91,143.46
robusta,2016-12-19,486.81,0.07,1.98,144.37
robusta,2016-12-20,486.78,-0.01,1.98,145.44
robusta,2016-12-21,490.69,0.80,2.80,147.44
robusta,2016-12-22,490.14,-0.11,2.68,148.66
robusta,2016-12-23,491.01,0.18,2.86,150.11
robusta,2016-12-26,493.15,0.44,3.31,150.53
robusta,2016-12-27,490.83,-0.47,2.83,149.83
robusta,2016-12-28,492.44,0.33,3.16,150.04
robusta,2016-12-29,493.13,0.14,3.31,151.78
robusta,2017-01-02,490.67,-0.50,-0.50,149.37
robusta,2017-01-03,491.84,0.24,-0.26,151.01
robusta,2017-01-04,493.44,0.33,0.06,153.15
robusta,2017-01-05,493.55,0.02,0.09,154.33
robusta,2017-01-06,498.66,1.04,1.12,154.77
robusta,2017-01-09,499.12,0.09,1.21,156.22
robusta,2017-01-10,499.57,0.09,1.31,156.41
robusta,2017-01-11,499.12,-0.09,1.21,156.76
robusta,2017-01-12,501.84,0.54,1.77,158.26
robusta,2017-01-13,504.54,0.54,2.31,157.03
robusta,2017-01-16,506.21,0.33,2.65,156.43
robusta,2017-01-17,508.29,0.41,3.07,158.35
robusta,2017-01-18,508.32,0.01,3.08,157.91
robusta,2017-01-19,507.04,-0.25,2.82,158.60
robusta,2017-01-20,502.05,-0.98,1.81,157.98
robusta,2017-01-23,491.22,-2.16,-0.39,155.11
robusta,2017-01-24,491.06,-0.03,-0.42,154.96
robusta,2017-01-25,489.14,-0.39,-0.81,154.35
robusta,2017-01-26,481.84,-1.49,-2.29,151.57
robusta,2017-01-27,482.07,0.05,-2.24,152.89
robusta,2017-01-30,480.68,-0.29,-2.52,154.21
robusta,2017-01-31,474.08,-1.37,-3.86,150.64
robusta,2017-02-01,471.58,-0.53,-0.53,149.76
robusta,2017-02-02,468.47,-0.66,-1.18,150.25
robusta,2017-02-03,467.92,-0.12,-1.30,150.26
robusta,2017-02-06,464.70,-0.69,-1.98,148.75
robusta,2017-02-07,459.73,-1.07,-3.03,147.26
robusta,2017-02-08,456.82,-0.63,-3.64,146.60
robusta,2017-02-09,461.26,0.97,-2.70,147.37
robusta,2017-02-10,456.27,-1.08,-3.76,146.85
robusta,2017-02-13,458.97,0.59,-3.19,147.53
robusta,2017-02-14,454.60,-0.95,-4.11,146.79
robusta,2017-02-15,443.61,-2.42,-6.43,144.69
robusta,2017-02-16,439.16,-1.00,-7.37,142.72
robusta,2017-02-17,433.51,-1.29,-8.56,140.20
robusta,2017-02-20,430.73,-0.64,-9.14,139.62
robusta,2017-02-21,431.62,0.21,-8.96,139.77
robusta,2017-02-22,432.12,0.12,-8.85,140.80
robusta,2017-02-23,433.71,0.37,-8.52,141.74
robusta,2017-02-24,434.06,0.08,-8.44,139.57
robusta,2017-03-01,429.62,-1.02,-1.02,138.86
robusta,2017-03-02,433.12,0.81,-0.22,137.63
robusta,2017-03-03,434.05,0.21,-0.00,139.34
robusta,2017-03-06,437.60,0.82,0.82,140.03
robusta,2017-03-07,438.77,0.27,1.09,140.86
robusta,2017-03-08,441.42,0.60,1.70,139.65
robusta,2017-03-09,441.52,0.02,1.72,138.28
robusta,2017-03-10,443.49,0.45,2.17,141.24
robusta,2017-03-13,446.26,0.62,2.81,141.58
robusta,2017-03-14,447.32,0.24,3.05,140.84
robusta,2017-03-15,447.93,0.14,3.20,143.84
robusta,2017-03-16,450.96,0.68,3.89,144.58
robusta,2017-03-17,451.68,0.16,4.06,145.75
robusta,2017-03-20,452.78,0.24,4.31,147.53
robusta,2017-03-21,450.60,-0.48,3.81,146.11
robusta,2017-03-22,453.23,0.58,4.42,146.44
robusta,2017-03-23,453.69,0.10,4.52,144.67
robusta,2017-03-24,454.10,0.09,4.62,146.15
robusta,2017-03-27,450.96,-0.69,3.89,144.03
robusta,2017-03-28,448.24,-0.60,3.27,142.71
robusta,2017-03-29,447.33,-0.20,3.06,143.47
robusta,2017-03-30,441.43,-1.32,1.70,140.72
robusta,2017-03-31,438.37,-0.69,0.99,140.19
robusta,2017-04-03,436.89,-0.34,-0.34,140.39
robusta,2017-04-04,432.12,-1.09,-1.43,139.48
robusta,2017-04-05,426.71,-1.25,-2.66,137.47
robusta,2017-04-06,423.13,-0.84,-3.48,134.54
robusta,2017-04-07,418.44,-1.11,-4.55,132.67
robusta,2017-04-10,417.13,-0.31,-4.85,133.06
robusta,2017-04-11,415.05,-0.50,-5.32,131.76
robusta,2017-04-12,413.39,-0.40,-5.70,131.32
robusta,2017-04-13,414.64,0.30,-5.41,131.84
robusta,2017-04-17,411.45,-0.77,-6.14,132.60
robusta,2017-04-18,407.82,-0.88,-6.97,130.71
robusta,2017-04-19,410.89,0.75,-6.27,130.86
robusta,2017-04-20,409.64,-0.30,-6.55,129.84
robusta,2017-04-24,394.42,-3.72,-10.03,125.93
robusta,2017-04-25,390.11,-1.09,-11.01,123.76
robusta,2017-04-26,392.98,0.74,-10.35,123.77
robusta,2017-04-27,397.83,1.23,-9.25,125.30
robusta,2017-04-28,391.10,-1.69,-10.78,123.26
robusta,2017-05-02,398.41,1.87,1.87,126.32
robusta,2017-05-03,395.77,-0.66,1.19,125.40
robusta,2017-05-04,400.09,1.09,2.30,125.62
robusta,2017-05-05,399.10,-0.25,2.05,125.74
robusta,2017-05-08,404.65,1.39,3.46,126.57
robusta,2017-05-09,407.11,0.61,4.09,127.90
robusta,2017-05-10,403.21,-0.96,3.10,127.40
robusta,2017-05-11,406.22,0.75,3.87,128.88
robusta,2017-05-12,406.90,0.17,4.04,130.17
robusta,2017-05-15,407.34,0.11,4.15,131.06
robusta,2017-05-16,404.98,-0.58,3.55,130.72
robusta,2017-05-17,405.87,0.22,3.78,130.04
robusta,2017-05-18,409.14,0.81,4.61,120.98
robusta,2017-05-19,412.08,0.72,5.36,126.40
robusta,2017-05-22,413.65,0.38,5.77,126.15
robusta,2017-05-23,410.06,-0.87,4.85,125.67
robusta,2017-05-24,411.56,0.37,5.23,125.51
robusta,2017-05-25,413.79,0.54,5.80,125.81
robusta,2017-05-26,419.18,1.30,7.18,128.31
robusta,2017-05-29,418.19,-0.24,6.93,127.89
robusta,2017-05-30,421.34,0.75,7.73,129.16
robusta,2017-05-31,425.32,0.94,8.75,131.39
robusta,2017-06-01,424.96,-0.08,-0.08,130.84
robusta,2017-06-02,427.74,0.65,0.57,131.57
robusta,2017-06-05,427.55,-0.04,0.52,130.03
robusta,2017-06-06,428.64,0.25,0.78,130.72
robusta,2017-06-07,425.97,-0.62,0.15,129.99
robusta,2017-06-08,426.54,0.13,0.29,130.72
robusta,2017-06-09,419.56,-1.64,-1.35,127.84
robusta,2017-06-12,422.09,0.60,-0.76,127.40
robusta,2017-06-13,418.55,-0.84,-1.59,126.64
robusta,2017-06-14,416.64,-0.46,-2.04,126.68
robusta,2017-06-16,415.18,-0.35,-2.38,126.27
robusta,2017-06-19,417.46,0.55,-1.85,126.93
robusta,2017-06-20,409.97,-1.79,-3.61,122.97
robusta,2017-06-21,407.64,-0.57,-4.16,122.41
robusta,2017-06-22,399.87,-1.91,-5.98,120.01
robusta,2017-06-23,401.27,0.35,-5.65,120.18
robusta,2017-06-26,402.48,0.30,-5.37,121.93
robusta,2017-06-27,402.64,0.04,-5.33,121.35
robusta,2017-06-28,402.92,0.07,-5.27,122.65
robusta,2017-06-29,409.36,1.60,-3.75,123.93
robusta,2017-06-30,407.17,-0.53,-4.27,122.94
robusta,2017-07-03,411.78,1.13,1.13,124.78
robusta,2017-07-04,415.45,0.89,2.03,125.59
robusta,2017-07-05,412.74,-0.65,1.37,125.30
robusta,2017-07-06,415.80,0.74,2.12,126.04
robusta,2017-07-07,412.06,-0.90,1.20,125.47
robusta,2017-07-10,407.92,-1.00,0.18,125.13
robusta,2017-07-11,406.83,-0.27,-0.08,125.03
robusta,2017-07-12,408.19,0.33,0.25,127.32
robusta,2017-07-13,408.39,0.05,0.30,127.15
robusta,2017-07-14,410.11,0.42,0.72,128.93
robusta,2017-07-17,409.81,-0.07,0.65,128.79
robusta,2017-07-18,410.06,0.06,0.71,129.97
robusta,2017-07-19,411.48,0.35,1.06,130.79
robusta,2017-07-20,411.83,0.09,1.14,131.57
robusta,2017-07-21,413.05,0.30,1.44,131.63
robusta,2017-07-24,411.65,-0.34,1.10,130.81
robusta,2017-07-25,411.90,0.06,1.16,129.98
robusta,2017-07-26,414.06,0.52,1.69,131.87
robusta,2017-07-27,415.26,0.29,1.99,131.54
robusta,2017-07-28,415.56,0.07,2.06,132.64
robusta,2017-07-31,414.74,-0.20,1.86,133.10
robusta,2017-08-01,415.10,0.09,0.09,132.96
robusta,2017-08-02,415.46,0.09,0.17,133.07
robusta,2017-08-03,416.72,0.30,0.48,133.82
robusta,2017-08-04,416.39,-0.08,0.40,133.25
robusta,2017-08-07,416.65,0.06,0.46,133.41
robusta,2017-08-08,415.89,-0.18,0.28,133.13
robusta,2017-08-09,410.41,-1.32,-1.04,130.33
robusta,2017-08-10,410.20,-0.05,-1.09,129.48
robusta,2017-08-11,408.95,-0.30,-1.40,129.01
robusta,2017-08-14,410.02,0.26,-1.14,128.49
robusta,2017-08-15,410.47,0.11,-1.03,129.24
robusta,2017-08-16,407.95,-0.61,-1.64,129.47
robusta,2017-08-17,407.15,-0.20,-1.83,128.08
robusta,2017-08-18,407.03,-0.03,-1.86,129.42
robusta,2017-08-21,406.82,-0.05,-1.91,128.41
robusta,2017-08-22,410.96,1.02,-0.91,129.76
robusta,2017-08-23,410.10,-0.21,-1.12,130.73
robusta,2017-08-24,408.93,-0.29,-1.40,130.07
robusta,2017-08-25,409.80,0.21,-1.19,129.97
robusta,2017-08-28,409.57,-0.06,-1.25,129.57
robusta,2017-08-29,409.15,-0.10,-1.35,129.44
robusta,2017-08-30,407.26,-0.46,-1.80,128.92
robusta,2017-08-31,406.93,-0.08,-1.88,129.18
robusta,2017-09-01,406.32,-0.15,-0.15,129.28
robusta,2017-09-04,404.24,-0.51,-0.66,128.94
robusta,2017-09-05,401.49,-0.68,-1.34,128.77
robusta,2017-09-06,397.91,-0.89,-2.22,128.23
robusta,2017-09-08,394.58,-0.84,-3.03,127.61
robusta,2017-09-11,395.58,0.25,-2.79,127.61
robusta,2017-09-12,396.22,0.16,-2.63,126.63
robusta,2017-09-13,396.08,-0.04,-2.67,126.50
robusta,2017-09-14,397.25,0.30,-2.38,127.49
robusta,2017-09-15,402.21,1.25,-1.16,129.12
robusta,2017-09-18,406.90,1.17,-0.01,129.92
robusta,2017-09-19,406.79,-0.03,-0.03,129.59
robusta,2017-09-20,405.67,-0.28,-0.31,129.52
robusta,2017-09-21,406.97,0.32,0.01,129.44
robusta,2017-09-22,403.30,-0.90,-0.89,129.01
robusta,2017-09-25,401.49,-0.45,-1.34,127.22
robusta,2017-09-26,399.73,-0.44,-1.77,126.14
robusta,2017-09-27,397.31,-0.61,-2.36,124.51
robusta,2017-09-28,393.78,-0.89,-3.23,123.79
robusta,2017-09-29,396.28,0.63,-2.62,125.13
robusta,2017-10-02,394.08,-0.56,-0.56,124.95
robusta,2017-10-03,394.58,0.13,-0.43,125.42
robusta,2017-10-04,393.47,-0.28,-0.71,125.71
robusta,2017-10-05,390.70,-0.70,-1.41,123.87
robusta,2017-10-06,392.08,0.35,-1.06,124.20
robusta,2017-10-09,390.89,-0.30,-1.36,122.69
robusta,2017-10-10,390.95,0.02,-1.35,122.98
robusta,2017-10-11,385.37,-1.43,-2.75,121.72
robusta,2017-10-13,383.88,-0.39,-3.13,121.83
robusta,2017-10-16,383.10,-0.20,-3.33,120.89
robusta,2017-10-17,377.97,-1.34,-4.62,119.31
robusta,2017-10-18,377.51,-0.12,-4.74,119.28
robusta,2017-10-19,378.01,0.13,-4.61,119.06
robusta,2017-10-20,378.94,0.25,-4.38,118.90
robusta,2017-10-23,377.42,-0.40,-4.76,117.03
robusta,2017-10-24,372.86,-1.21,-5.91,114.44
robusta,2017-10-25,372.74,-0.03,-5.94,114.94
robusta,2017-10-26,374.61,0.50,-5.47,114.35
robusta,2017-10-27,374.72,0.03,-5.44,115.48
robusta,2017-10-30,374.61,-0.03,-5.47,114.24
robusta,2017-10-31,372.71,-0.51,-5.95,113.80
robusta,2017-11-01,369.84,-0.77,-0.77,113.24
robusta,2017-11-03,365.51,-1.17,-1.93,110.76
robusta,2017-11-06,362.35,-0.86,-2.78,111.15
robusta,2017-11-07,357.90,-1.23,-3.97,109.08
robusta,2017-11-08,357.04,-0.24,-4.20,109.56
robusta,2017-11-09,356.63,-0.11,-4.31,109.56
robusta,2017-11-10,355.53,-0.31,-4.61,108.43
robusta,2017-11-13,359.22,1.04,-3.62,109.02
robusta,2017-11-14,360.29,0.30,-3.33,108.98
robusta,2017-11-16,362.93,0.73,-2.62,110.78
robusta,2017-11-17,365.12,0.60,-2.04,112.00
robusta,2017-11-20,366.37,0.34,-1.70,112.30
robusta,2017-11-21,365.06,-0.36,-2.05,112.33
robusta,2017-11-22,368.84,1.04,-1.04,114.01
robusta,2017-11-23,372.21,0.91,-0.13,115.56
robusta,2017-11-24,369.11,-0.83,-0.97,114.31
robusta,2017-11-27,372.79,1.00,0.02,115.85
robusta,2017-11-28,375.49,0.72,0.75,116.94
robusta,2017-11-29,372.82,-0.71,0.03,114.86
robusta,2017-11-30,372.17,-0.17,-0.14,113.57
robusta,2017-12-01,375.62,0.93,0.93,115.29
robusta,2017-12-04,375.98,0.10,1.02,115.94
robusta,2017-12-05,375.80,-0.05,0.98,116.35
robusta,2017-12-06,373.44,-0.63,0.34,115.22
robusta,2017-12-07,368.79,-1.25,-0.91,112.16
robusta,2017-12-08,366.73,-0.56,-1.46,111.13
robusta,2017-12-11,361.93,-1.31,-2.75,109.71
robusta,2017-12-12,359.27,-0.73,-3.47,107.99
robusta,2017-12-13,358.00,-0.35,-3.81,108.13
robusta,2017-12-14,359.05,0.29,-3.53,107.47
robusta,2017-12-15,359.18,0.04,-3.49,108.65
robusta,2017-12-18,357.72,-0.41,-3.88,108.50
robusta,2017-12-19,357.00,-0.20,-4.08,108.15
robusta,2017-12-20,356.18,-0.23,-4.30,108.23
robusta,2017-12-21,355.10,-0.30,-4.59,107.28
robusta,2017-12-22,354.09,-0.28,-4.86,106.33
robusta,2017-12-26,357.92,1.08,-3.83,107.91
robusta,2017-12-27,356.02,-0.53,-4.34,107.53
robusta,2017-12-28,356.02,0.00,-4.34,107.59
robusta,2018-01-02,355.24,-0.22,-0.22,108.97
robusta,2018-01-03,355.85,0.17,-0.05,109.76
robusta,2018-01-04,355.15,-0.20,-0.24,110.05
robusta,2018-01-05,354.35,-0.23,-0.47,109.67
robusta,2018-01-08,351.32,-0.86,-1.32,108.63
robusta,2018-01-09,351.90,0.17,-1.16,108.34
robusta,2018-01-10,348.83,-0.87,-2.02,108.07
robusta,2018-01-11,338.33,-3.01,-4.97,104.94
robusta,2018-01-12,335.07,-0.96,-5.88,104.45
robusta,2018-01-15,329.26,-1.73,-7.52,102.60
robusta,2018-01-16,326.96,-0.70,-8.16,101.26
robusta,2018-01-17,318.38,-2.62,-10.57,99.03
robusta,2018-01-18,320.88,0.79,-9.87,99.93
robusta,2018-01-19,318.68,-0.69,-10.49,99.62
robusta,2018-01-22,316.38,-0.72,-11.13,98.62
robusta,2018-01-23,316.48,0.03,-11.11,97.62
robusta,2018-01-24,317.10,0.20,-10.93,99.81
robusta,2018-01-25,316.48,-0.20,-11.11,100.82
robusta,2018-01-26,318.57,0.66,-10.52,101.26
robusta,2018-01-29,316.76,-0.57,-11.03,100.05
robusta,2018-01-30,315.46,-0.41,-11.39,99.29
robusta,2018-01-31,317.13,0.53,-10.92,99.51
robusta,2018-02-01,319.08,0.61,0.61,100.69
robusta,2018-02-02,316.08,-0.94,-0.33,98.41
robusta,2018-02-05,318.76,0.85,0.51,98.23
robusta,2018-02-06,318.22,-0.17,0.34,98.22
robusta,2018-02-07,320.18,0.62,0.96,97.67
robusta,2018-02-08,320.68,0.16,1.12,97.71
robusta,2018-02-09,320.08,-0.19,0.93,96.76
robusta,2018-02-14,322.67,0.81,1.75,99.90
robusta,2018-02-15,318.68,-1.24,0.49,98.45
robusta,2018-02-16,318.68,0.00,0.49,99.00
robusta,2018-02-19,317.53,-0.36,0.13,98.18
robusta,2018-02-20,319.59,0.65,0.78,98.24
robusta,2018-02-21,320.77,0.37,1.15,98.67
robusta,2018-02-22,319.83,-0.29,0.85,98.53
robusta,2018-02-23,320.79,0.30,1.15,98.98
robusta,2018-02-26,319.43,-0.42,0.73,98.68
robusta,2018-02-27,318.76,-0.21,0.51,98.17
robusta,2018-02-28,314.52,-1.33,-0.82,97.13
robusta,2018-03-01,313.35,-0.37,-0.37,96.24
robusta,2018-03-02,312.60,-0.24,-0.61,96.16
robusta,2018-03-05,307.96,-1.48,-2.09,94.85
robusta,2018-03-06,307.05,-0.30,-2.38,95.72
robusta,2018-03-07,306.69,-0.12,-2.49,94.51
robusta,2018-03-08,304.69,-0.65,-3.13,93.35
robusta,2018-03-09,305.44,0.25,-2.89,93.98
robusta,2018-03-12,305.60,0.05,-2.84,93.89
robusta,2018-03-13,303.25,-0.77,-3.58,92.91
robusta,2018-03-14,305.87,0.86,-2.75,93.71
robusta,2018-03-15,301.40,-1.46,-4.17,91.58
robusta,2018-03-16,304.36,0.98,-3.23,92.96
robusta,2018-03-19,301.58,-0.91,-4.11,91.75
robusta,2018-03-20,301.92,0.11,-4.01,91.27
robusta,2018-03-21,302.90,0.32,-3.69,92.60
robusta,2018-03-22,304.42,0.50,-3.21,92.19
robusta,2018-03-23,302.70,-0.57,-3.76,91.34
robusta,2018-03-26,301.60,-0.36,-4.11,91.31
robusta,2018-03-27,309.14,2.50,-1.71,92.84
robusta,2018-03-28,305.79,-1.08,-2.78,91.83
robusta,2018-03-29,308.39,0.85,-1.95,93.42
robusta,2018-04-02,307.19,-0.39,-0.39,92.58
robusta,2018-04-03,308.51,0.43,0.04,92.48
robusta,2018-04-04,314.89,2.07,2.11,94.36
robusta,2018-04-05,314.84,-0.02,2.09,94.18
robusta,2018-04-06,316.53,0.54,2.64,93.93
robusta,2018-04-09,317.88,0.43,3.08,93.47
